2261. training reward:   1.62, validation reward:   0.59, loss: -1.3211
2281. training reward:   1.19, validation reward:   2.33, loss: -0.6303
2301. training reward:   1.13, validation reward:   1.19, loss: -4.4666
2321. training reward:   1.97, validation reward:   2.18, loss: -1.6762
2341. training reward:   1.94, validation reward:   0.98, loss: -1.2768
2361. training reward:   2.11, validation reward:   0.20, loss: -0.5877
2381. training reward:   2.75, validation reward:   0.59, loss: -0.4915
2401. training reward:   0.75, validation reward:   2.35, loss: -1.6099
2421. training reward:   0.91, validation reward:   0.77, loss: -2.5495
2441. training reward:   1.59, validation reward:   1.13, loss: -0.5439
2461. training reward:   1.43, validation reward:   5.02, loss: -0.5790
2481. training reward:   1.78, validation reward:   0.44, loss: -3.1571
2501. training reward:   1.24, validation reward:   0.53, loss: -2.9253
2521. training reward:   1.85, validation reward:   0.71, loss: -0.4823
2541. training reward:   1.99, validation reward:   1.01, loss: -0.6108
2561. training reward:   1.64, validation reward:   2.45, loss: -0.2180
2581. training reward:   1.41, validation reward:   1.94, loss: -0.6869
2601. training reward:   1.52, validation reward:   1.25, loss: -0.7106
2621. training reward:   1.73, validation reward:   1.76, loss: -0.5182
2641. training reward:   1.61, validation reward:   3.57, loss: -0.9012
2661. training reward:   0.90, validation reward:   0.80, loss: -1.9402
2681. training reward:   1.80, validation reward:   0.89, loss: -0.7441
2701. training reward:   2.01, validation reward:   2.44, loss: -0.7003
2721. training reward:   1.72, validation reward:   0.41, loss: -1.2463
2741. training reward:   1.96, validation reward:   1.70, loss: -0.9985
2761. training reward:   1.13, validation reward:   1.55, loss: -0.4151
2781. training reward:   0.75, validation reward:   2.83, loss: -3.0694
2801. training reward:   1.53, validation reward:   1.04, loss: -0.3714
2821. training reward:   1.00, validation reward:   0.20, loss: -2.9345
2841. training reward:   1.59, validation reward:   1.01, loss: -1.6049
2861. training reward:   1.92, validation reward:   1.58, loss: -0.4950
2881. training reward:   1.51, validation reward:   3.46, loss: -0.2355
2901. training reward:   1.60, validation reward:   0.71, loss: -0.4538
2921. training reward:   1.54, validation reward:   1.64, loss: -2.0593
2941. training reward:   1.14, validation reward:   2.38, loss: -1.4105
2961. training reward:   1.45, validation reward:   0.11, loss: -0.6234
2981. training reward:   1.22, validation reward:   3.51, loss: -0.5823
3001. training reward:   1.64, validation reward:   1.67, loss: -0.6612
3021. training reward:   2.19, validation reward:   1.52, loss: -0.8155
3041. training reward:   1.81, validation reward:   2.21, loss: -0.1553
3061. training reward:   1.96, validation reward:   2.63, loss: -0.3155
3081. training reward:   1.37, validation reward:   0.77, loss: -2.3862
3101. training reward:   0.48, validation reward:  -0.12, loss: -3.6954
3121. training reward:   2.19, validation reward:   1.49, loss: -0.4459
3141. training reward:   1.69, validation reward:   1.54, loss: -1.0376
3161. training reward:   2.24, validation reward:   1.01, loss: -0.8934
3181. training reward:   1.74, validation reward:   3.55, loss: -0.3329
3201. training reward:   2.60, validation reward:   1.94, loss: -0.3693
3221. training reward:   1.43, validation reward:   2.72, loss: -0.8092
3241. training reward:   1.50, validation reward:   3.09, loss: -0.7172
3261. training reward:   1.97, validation reward:   0.71, loss: -0.6011
3281. training reward:   1.75, validation reward:   3.16, loss: -1.7605
3301. training reward:   1.59, validation reward:   1.40, loss: -0.6904
3321. training reward:   2.13, validation reward:   1.07, loss: -1.9501
3341. training reward:   1.52, validation reward:   1.46, loss: -1.7492
3361. training reward:   2.04, validation reward:   2.74, loss: -0.3927
3381. training reward:   1.43, validation reward:   2.03, loss: -2.9238
3401. training reward:   2.35, validation reward:   1.43, loss: -0.9702
3421. training reward:   1.74, validation reward:   1.73, loss: -0.5288
3441. training reward:   2.23, validation reward:   1.01, loss: -0.8288
3461. training reward:   1.77, validation reward:   0.47, loss: -2.4160
3481. training reward:   1.58, validation reward:   1.97, loss: -1.1716
3501. training reward:   1.21, validation reward:   1.04, loss: -2.3845
3521. training reward:   1.95, validation reward:   1.55, loss: -1.6352
3541. training reward:   2.10, validation reward:   1.07, loss: -0.5013
3561. training reward:   2.34, validation reward:   2.95, loss: -0.3734
3581. training reward:   2.25, validation reward:   1.85, loss: -0.6012
3601. training reward:   2.37, validation reward:   0.65, loss: -1.3176
3621. training reward:   1.14, validation reward:   1.16, loss: -1.9792
3641. training reward:   1.72, validation reward:   1.73, loss: -2.0186
3661. training reward:   1.43, validation reward:   1.22, loss: -1.7130
3681. training reward:   2.41, validation reward:   1.55, loss: -0.6661
3701. training reward:   2.30, validation reward:   1.79, loss: -1.7739
3721. training reward:   2.39, validation reward:   1.94, loss: -0.8711
3741. training reward:   1.75, validation reward:  -1.14, loss: -1.9524
3761. training reward:   2.72, validation reward:   1.31, loss: -0.4810
3781. training reward:   1.98, validation reward:   1.87, loss: -0.3973
3801. training reward:   2.45, validation reward:   3.17, loss: -0.1841
3821. training reward:   1.75, validation reward:   2.11, loss: -0.5781
3841. training reward:   1.52, validation reward:   1.40, loss: -0.4801
3861. training reward:   1.80, validation reward:   2.21, loss: -0.5905
3881. training reward:   2.54, validation reward:   2.83, loss: -0.6289
3901. training reward:   2.06, validation reward:   2.95, loss: -0.7973
3921. training reward:   1.82, validation reward:   4.50, loss: -1.0158
3941. training reward:   1.90, validation reward:   2.63, loss: -2.5819
3961. training reward:   1.61, validation reward:   2.66, loss: -0.6206
3981. training reward:   1.60, validation reward:   1.04, loss: -1.5781
4001. training reward:   2.00, validation reward:   2.36, loss: -0.9065
4021. training reward:   1.77, validation reward:   2.30, loss: -0.8840
4041. training reward:   2.00, validation reward:   1.79, loss: -1.3870
4061. training reward:   2.67, validation reward:   1.37, loss: -0.6372
4081. training reward:   2.28, validation reward:   0.89, loss: -0.6146
4101. training reward:   2.19, validation reward:   1.28, loss: -0.8843
4121. training reward:   2.46, validation reward:   1.94, loss: -0.4369
4141. training reward:   1.73, validation reward:   1.61, loss: -0.9649
4161. training reward:   2.85, validation reward:   0.77, loss: -1.4088
4181. training reward:   2.05, validation reward:   1.16, loss: -2.0665
4201. training reward:   1.84, validation reward:   4.26, loss: -0.6514
4221. training reward:   2.17, validation reward:   1.55, loss: -1.6074
4241. training reward:   2.73, validation reward:   0.60, loss: -0.9330
4261. training reward:   2.13, validation reward:   2.12, loss: -0.6753
4281. training reward:   1.66, validation reward:   2.02, loss: -2.2409
4301. training reward:   1.74, validation reward:   2.56, loss: -0.8686
4321. training reward:   1.94, validation reward:   0.68, loss: -1.7451
4341. training reward:   1.97, validation reward:   2.48, loss: -0.9370
4361. training reward:   1.59, validation reward:   2.30, loss: -1.2814
4381. training reward:   2.23, validation reward:   2.09, loss: -0.3595
4401. training reward:   2.17, validation reward:   0.86, loss: -1.4049
4421. training reward:   1.88, validation reward:   4.97, loss: -1.0868
4441. training reward:   2.01, validation reward:   0.53, loss: -1.1326
4461. training reward:   2.05, validation reward:   1.58, loss: -0.9324
4481. training reward:   1.77, validation reward:   2.18, loss: -0.9940
4501. training reward:   2.22, validation reward:   2.56, loss: -0.5839
4521. training reward:   1.98, validation reward:   0.77, loss: -0.8514
4541. training reward:   2.57, validation reward:   1.52, loss: -0.5884
4561. training reward:   2.33, validation reward:   2.12, loss: -1.0482
4581. training reward:   2.62, validation reward:   1.40, loss: -1.1426
4601. training reward:   2.67, validation reward:   2.83, loss: -1.1784
4621. training reward:   1.68, validation reward:   1.13, loss: -0.7616
4641. training reward:   4.28, validation reward:   1.07, loss: -0.7259
4661. training reward:   2.95, validation reward:   2.60, loss: -1.3034
4681. training reward:   2.99, validation reward:   3.09, loss: -0.3171
4701. training reward:   3.05, validation reward:   1.70, loss: -0.7382
4721. training reward:   2.25, validation reward:   1.46, loss: -1.4897
4741. training reward:   2.18, validation reward:  -1.05, loss: -2.5762
4761. training reward:   2.12, validation reward:   1.85, loss: -1.8076
4781. training reward:   1.33, validation reward:   3.25, loss: -2.8397
4801. training reward:   1.59, validation reward:   2.81, loss: -2.5064
4821. training reward:   2.47, validation reward:   3.73, loss: -1.8719
4841. training reward:   1.69, validation reward:   1.91, loss: -2.4158
4861. training reward:   2.53, validation reward:  -0.68, loss: -0.8858
4881. training reward:   1.23, validation reward:   4.02, loss: -0.9404
4901. training reward:   2.03, validation reward:   3.05, loss: -0.7141
4921. training reward:   1.95, validation reward:   2.33, loss: -1.5284
4941. training reward:   1.69, validation reward:   2.83, loss: -0.6946
4961. training reward:   2.33, validation reward:   1.52, loss: -0.2229
4981. training reward:   2.01, validation reward:   3.82, loss: -0.5363
5001. training reward:   1.85, validation reward:   2.45, loss: -0.4918
5021. training reward:   2.25, validation reward:   2.48, loss: -0.4836
5041. training reward:   2.62, validation reward:   1.55, loss: -0.6752
5061. training reward:   1.28, validation reward:   2.45, loss: -1.5707
5081. training reward:   2.57, validation reward:   2.59, loss: -0.9686
5101. training reward:   1.79, validation reward:   2.69, loss: -1.3536
5121. training reward:   2.44, validation reward:   1.58, loss: -0.3915
5141. training reward:   2.17, validation reward:   2.69, loss: -0.4315
5161. training reward:   2.48, validation reward:   3.67, loss: -0.5493
5181. training reward:   2.52, validation reward:   2.90, loss: -0.6415
5201. training reward:   2.43, validation reward:   4.54, loss: -0.3454
5221. training reward:   0.96, validation reward:   1.37, loss: -1.1826
5241. training reward:   3.12, validation reward:   2.35, loss: -0.7269
5261. training reward:   2.59, validation reward:   2.27, loss: -0.5711
5281. training reward:   1.73, validation reward:   2.11, loss: -1.0432
5301. training reward:   2.27, validation reward:   1.94, loss: -0.8239
5321. training reward:   2.97, validation reward:   0.89, loss: -0.2166
5341. training reward:   2.75, validation reward:   2.21, loss: -1.3818
5361. training reward:   2.30, validation reward:   3.79, loss: -1.2060
5381. training reward:   3.39, validation reward:   3.05, loss: -0.6858
5401. training reward:   2.70, validation reward:   2.84, loss: -0.3987
5421. training reward:   1.63, validation reward:   4.06, loss: -2.7386
5441. training reward:   3.33, validation reward:   3.20, loss: -0.5395
5461. training reward:   2.47, validation reward:   2.86, loss: -0.2803
5481. training reward:   2.64, validation reward:   1.25, loss: -1.1048
5501. training reward:   2.42, validation reward:   1.13, loss: -0.7262
5521. training reward:   2.51, validation reward:   2.80, loss: -0.7373
5541. training reward:   2.17, validation reward:   3.13, loss: -1.0848
5561. training reward:   2.88, validation reward:   1.87, loss: -0.8991
5581. training reward:   2.80, validation reward:   2.35, loss: -2.5195
5601. training reward:   1.63, validation reward:  -0.24, loss: -1.5246
5621. training reward:   3.06, validation reward:   1.85, loss: -0.7427
5641. training reward:   2.06, validation reward:   1.76, loss: -0.3539
5661. training reward:   2.83, validation reward:   1.11, loss: -1.0235
5681. training reward:   3.16, validation reward:   3.86, loss: -0.5706
5701. training reward:   2.15, validation reward:   2.29, loss: -2.3865
5721. training reward:   1.87, validation reward:   2.75, loss: -0.7533
5741. training reward:   1.79, validation reward:   1.91, loss: -0.9728
5761. training reward:   1.97, validation reward:   1.82, loss: -1.5591
5781. training reward:   1.48, validation reward:   2.00, loss: -0.7058
5801. training reward:   3.08, validation reward:   1.85, loss: -0.5016
5821. training reward:   2.99, validation reward:   3.34, loss: -0.9320
5841. training reward:   2.29, validation reward:   2.24, loss: -0.9162
5861. training reward:   2.75, validation reward:   0.90, loss: -0.4376
5881. training reward:   2.74, validation reward:   2.56, loss: -0.8755
5901. training reward:   3.22, validation reward:   1.61, loss: -0.3155
5921. training reward:   2.65, validation reward:   3.37, loss: -0.3551
5941. training reward:   3.38, validation reward:   3.79, loss: -2.1651
5961. training reward:   3.04, validation reward:   2.03, loss: -0.9095
5981. training reward:   1.72, validation reward:   2.36, loss: -0.7496
6001. training reward:   3.21, validation reward:   0.59, loss: -0.6775
6021. training reward:   2.57, validation reward:   1.37, loss: -1.7434
6041. training reward:   3.97, validation reward:   2.77, loss: -0.2199
6061. training reward:   2.56, validation reward:   2.45, loss: -0.5264
6081. training reward:   1.93, validation reward:   3.55, loss: -1.8591
6101. training reward:   3.15, validation reward:   2.60, loss: -0.2940
6121. training reward:   2.20, validation reward:   2.09, loss: -2.1334
6141. training reward:   3.15, validation reward:   2.78, loss: -0.8667
6161. training reward:   3.12, validation reward:   0.50, loss: -0.5151
6181. training reward:   2.66, validation reward:   1.82, loss: -0.4622
6201. training reward:   2.80, validation reward:   2.96, loss: -0.4621
6221. training reward:   3.16, validation reward:   2.83, loss: -0.7149
6241. training reward:   2.31, validation reward:   1.97, loss: -0.4581
6261. training reward:   3.30, validation reward:   5.31, loss: -1.2608
6281. training reward:   2.62, validation reward:   1.48, loss: -0.3217
6301. training reward:   2.59, validation reward:   3.47, loss: -0.3018
6321. training reward:   3.42, validation reward:   3.02, loss: -0.3713
6341. training reward:   2.20, validation reward:   1.19, loss: -1.8775
6361. training reward:   2.64, validation reward:   3.67, loss: -0.4551
6381. training reward:   2.16, validation reward:   2.12, loss: -0.8273
6401. training reward:   3.03, validation reward:   0.29, loss: -0.4249
6421. training reward:   3.08, validation reward:   3.94, loss: -1.0821
6441. training reward:   2.41, validation reward:   4.00, loss: -0.7979
6461. training reward:   2.12, validation reward:   3.04, loss: -0.8473
6481. training reward:   2.25, validation reward:   1.61, loss: -2.4309
6501. training reward:   2.32, validation reward:   3.07, loss: -0.7998
6521. training reward:   3.73, validation reward:   1.73, loss: -0.5655
6541. training reward:   2.06, validation reward:   0.05, loss: -0.8228
6561. training reward:   3.36, validation reward:   2.96, loss: -1.4187
6581. training reward:   3.66, validation reward:   1.41, loss: -0.1602
6601. training reward:   2.76, validation reward:   2.27, loss: -0.4967
6621. training reward:   2.32, validation reward:   3.58, loss: -0.3435
6641. training reward:   2.27, validation reward:   1.52, loss: -0.4922
6661. training reward:   2.32, validation reward:   2.84, loss: -1.3682
6681. training reward:   4.12, validation reward:   4.30, loss: -0.9805
6701. training reward:   1.88, validation reward:   1.67, loss: -1.7739
6721. training reward:   0.94, validation reward:   0.87, loss: -1.0809
6741. training reward:   2.61, validation reward:   2.72, loss: -0.4151
6761. training reward:   2.91, validation reward:   2.18, loss: -1.6162
6781. training reward:   2.45, validation reward:   3.21, loss: -1.3064
6801. training reward:   2.19, validation reward:   2.74, loss: -1.4705
6821. training reward:   2.72, validation reward:   0.89, loss: -0.5020
6841. training reward:   2.58, validation reward:   4.36, loss: -0.5206
6861. training reward:   2.65, validation reward:   4.39, loss: -0.5227
6881. training reward:   2.98, validation reward:   2.33, loss: -1.0149
6901. training reward:   2.81, validation reward:   2.15, loss: -0.1908
6921. training reward:   2.49, validation reward:   2.15, loss: -0.7770
6941. training reward:   2.44, validation reward:   4.53, loss: -0.4483
6961. training reward:   2.65, validation reward:   3.41, loss: -0.5156
6981. training reward:   2.53, validation reward:   2.15, loss: -0.6895
7001. training reward:   3.35, validation reward:   3.05, loss: -0.7091
7021. training reward:   1.87, validation reward:   2.72, loss: -2.2226
7041. training reward:   2.29, validation reward:   4.02, loss: -0.5382
7061. training reward:   2.35, validation reward:   2.18, loss: -0.8869
7081. training reward:   2.55, validation reward:   1.61, loss: -0.5960
7101. training reward:   3.94, validation reward:   1.82, loss: -0.7192
7121. training reward:   2.76, validation reward:   2.90, loss: -0.9178
7141. training reward:   3.65, validation reward:   0.87, loss: -1.4544
7161. training reward:   1.61, validation reward:   1.61, loss: -2.0176
7181. training reward:   2.10, validation reward:   4.58, loss: -1.9424
7201. training reward:   1.96, validation reward:   1.82, loss: -1.0682
7221. training reward:   1.63, validation reward:   1.01, loss: -1.6127
7241. training reward:   2.95, validation reward:   2.98, loss: -0.3020
7261. training reward:   2.45, validation reward:   2.42, loss: -0.9476
7281. training reward:   2.35, validation reward:   4.21, loss: -0.4608
7301. training reward:   2.10, validation reward:   2.90, loss: -0.5153
7321. training reward:   2.06, validation reward:   1.46, loss: -2.2405
7341. training reward:   3.02, validation reward:   3.61, loss: -0.8588
7361. training reward:   3.22, validation reward:   2.63, loss: -0.6282
7381. training reward:   3.17, validation reward:   4.18, loss: -0.7469
7401. training reward:   3.03, validation reward:   4.41, loss: -0.7038
7421. training reward:   3.17, validation reward:   3.17, loss: -0.9079
7441. training reward:   1.07, validation reward:   1.61, loss: -1.6536
7461. training reward:   4.08, validation reward:   1.58, loss: -0.6244
7481. training reward:   3.30, validation reward:   1.25, loss: -0.6157
7501. training reward:   2.91, validation reward:   3.10, loss: -0.4662
7521. training reward:   2.89, validation reward:   3.14, loss: -1.4344
7541. training reward:   3.08, validation reward:   4.00, loss: -1.0430
7561. training reward:   2.35, validation reward:   2.84, loss: -1.6828
7581. training reward:   3.29, validation reward:   5.76, loss: -0.5320
7601. training reward:   2.95, validation reward:   4.75, loss: -1.4393
7621. training reward:   2.74, validation reward:   2.08, loss: -0.5227
7641. training reward:   2.45, validation reward:   1.10, loss: -2.4904
7661. training reward:   3.43, validation reward:  -1.46, loss: -0.5146
7681. training reward:   2.47, validation reward:   2.96, loss: -0.8180
7701. training reward:   2.71, validation reward:   3.52, loss: -0.6419
7721. training reward:   2.63, validation reward:   0.69, loss: -0.4142
7741. training reward:   2.26, validation reward:   0.74, loss: -0.7836
7761. training reward:   2.14, validation reward:   2.18, loss: -1.1528
7781. training reward:   2.61, validation reward:   4.53, loss: -0.4044
7801. training reward:   3.71, validation reward:   0.98, loss: -1.2442
7821. training reward:   3.40, validation reward:   4.65, loss: -1.1211
7841. training reward:   3.59, validation reward:   1.91, loss: -0.8471
7861. training reward:   2.11, validation reward:   2.65, loss: -0.1573
7881. training reward:   1.91, validation reward:   2.96, loss: -0.7437
7901. training reward:   3.08, validation reward:   2.32, loss: -0.6651
7921. training reward:   2.91, validation reward:   3.34, loss: -0.7072
7941. training reward:   3.13, validation reward:   2.77, loss: -0.5811
7961. training reward:   3.52, validation reward:   3.10, loss: -1.8588
7981. training reward:   3.27, validation reward:   3.05, loss:  0.0316
8001. training reward:   2.50, validation reward:   2.96, loss: -0.4458
8021. training reward:   2.74, validation reward:   3.97, loss: -1.4929
8041. training reward:   3.38, validation reward:   4.06, loss: -0.3176
8061. training reward:   2.36, validation reward:   4.01, loss: -0.4798
8081. training reward:   3.06, validation reward:   3.01, loss: -0.3529
8101. training reward:   2.13, validation reward:   3.58, loss: -2.0415
8121. training reward:   2.04, validation reward:   2.66, loss: -0.6763
8141. training reward:   2.60, validation reward:   3.29, loss: -0.5068
8161. training reward:   3.07, validation reward:   1.70, loss: -2.2950
8181. training reward:   3.97, validation reward:   1.82, loss: -0.7911
8201. training reward:   3.05, validation reward:   2.48, loss: -1.1449
8221. training reward:   3.52, validation reward:   3.04, loss: -0.1971
8241. training reward:   2.79, validation reward:   3.11, loss: -0.6207
8261. training reward:   4.00, validation reward:   0.74, loss: -0.7711
8281. training reward:   2.95, validation reward:   3.73, loss: -0.5686
8301. training reward:   2.82, validation reward:   2.30, loss: -0.5362
8321. training reward:   2.57, validation reward:   2.54, loss: -0.8738
8341. training reward:   3.66, validation reward:   2.74, loss: -0.4965
8361. training reward:   2.44, validation reward:   2.36, loss: -1.3691
8381. training reward:   3.25, validation reward:   3.38, loss: -1.3640
8401. training reward:   2.85, validation reward:   2.21, loss: -0.4153
8421. training reward:   3.92, validation reward:   2.15, loss: -0.5524
8441. training reward:   2.90, validation reward:   4.56, loss: -0.6545
8461. training reward:   2.66, validation reward:   3.28, loss: -1.0325
8481. training reward:   1.50, validation reward:   2.27, loss: -0.9427
8501. training reward:   2.95, validation reward:   2.63, loss: -0.1883
8521. training reward:   1.66, validation reward:   4.23, loss: -1.3041
8541. training reward:   2.54, validation reward:   1.79, loss: -0.3690
8561. training reward:   2.36, validation reward:   3.91, loss: -2.3688
8581. training reward:   3.24, validation reward:   3.43, loss: -0.5117
8601. training reward:   2.64, validation reward:   2.18, loss: -1.0697
8621. training reward:   1.17, validation reward:   2.63, loss: -0.9743
8641. training reward:   3.47, validation reward:   3.88, loss: -1.3577
8661. training reward:   2.57, validation reward:   3.47, loss: -1.2690
8681. training reward:   2.13, validation reward:   3.19, loss: -0.9165
8701. training reward:   2.85, validation reward:   6.05, loss: -0.4637
8721. training reward:   2.38, validation reward:   2.42, loss: -0.7311
8741. training reward:   3.73, validation reward:   1.31, loss: -0.2735
8761. training reward:   2.74, validation reward:   1.73, loss: -0.3409
8781. training reward:   3.50, validation reward:   3.97, loss: -0.3409
8801. training reward:   2.83, validation reward:   5.27, loss: -0.5361
8821. training reward:   2.79, validation reward:   3.31, loss: -1.5470
8841. training reward:   2.18, validation reward:   5.19, loss: -2.0777
8861. training reward:   2.96, validation reward:   3.10, loss: -1.1705
8881. training reward:   2.34, validation reward:   2.09, loss: -2.0440
8901. training reward:   2.13, validation reward:   0.60, loss: -0.5536
8921. training reward:   2.99, validation reward:   3.55, loss: -1.2410
8941. training reward:   3.02, validation reward:   1.37, loss: -2.2059
8961. training reward:   2.83, validation reward:   1.46, loss: -1.9547
